RID|CompanyID|BoothNo|CompanyNameEn|CompanyNameSc|CompanyNameTc|TechNameSc|TechnologyDescriptionSc|TechNameTc|TechnologyDescriptionTc|TechNameEn|TechnologyDescriptionEn
20101|257698|4.1D61|DEMAG PLASTICS MACHINERY (NINGBO) CO., LTD.|德马格塑料机械（宁波）有限公司|德马格塑料机械（宁波）有限公司|医用采血管生产单元|什么是德马格医疗选配包？它是所有模具区域的清洁不锈钢覆盖，它是模具水电气接头的特殊位置设计，它是模板所有螺纹孔的清洁全覆盖。它是德马格在医疗行业的专业体现。我们将展出医疗选配包，及24腔采血管生产单元（注塑，取出，堆叠，装箱）。|医用采血管生产单元|什麼是德馬格醫療選配包？它是所有模具區域的清潔不銹鋼覆蓋，它是模具水電氣接頭的特殊位置設計，它是範本所有螺紋孔的清潔全覆蓋。它是德馬格在醫療行業的專業體現。我們將展出醫療選配包，及24腔采血管生產單元（注塑，取出，堆疊，裝箱）。|Blood Tube Production Cell|What’s Demag medical kit? It is transfer of media interfaces to the area outside the mould area . It is media supplies in cabinets. Depending on the overall layout of the media supplies (water, air, oil) the layout may vary in size and design. We will exhibit Demag medical kit and 24 cavites blood tube production cell.
20083|260049|3F75|VISCON (SHANGHAI) PRINTING TECHNOLOGY & DEVELOPMENT CO., LTD.|得水（上海）印刷科技发展有限公司|得水（上海）印刷科技發展有限公司|智能温控粘度控制器|温度对印刷等的影响是无处不在的，智能温控粘度控制器解决了不同纬度，不同国家地区，不同气候条件下，印刷/复合的油墨胶水的温度差造成的色差，刀线，露白，转移不良等质量问题。 帮助印刷企业提高产品品质，降低废品率，减少客户投诉，以达到恒粘印刷的理想生产状态。|智慧溫控粘度控制器|溫度對印刷等的影響是無處不在的，智慧溫控粘度控制器解決了不同緯度，不同國家地區，不同氣候條件下，印刷/複合的油墨膠水的溫度差造成的色差，刀線，露白，轉移不良等品質問題。 説明印刷企業提高產品品質，降低廢品率，減少客戶投訴，以達到恒粘印刷的理想生產狀態。|Smart Viscosity Controller with Temperature Control|All of the printing companies would like to get the good printing result for their products, of course you will need to control well your ink or adhesive viscosity, but its not enough, because the ink or adhesive viscosity is influenced by the temperature difference a lot, wherever you are from any area of the world, the hot temperature countries or the cold temperature countries, by different horizontal, different climates of the world. If the viscosity controller is functionally equipped with the smart temperature control system, will help to keep the ink or adhesive in the constant temperature condition, then will be able to avoid the printing defects, such as the Color difference, Doctor line, Dry printing, etc. and will surely to help you to increase the printing quality greatly than before, to save the printing wastage greatly than before, and to own the constant viscosity control and really enjoy the perfect printing by using VISCON smart temperature control viscosity controlle
20084|257901|3F77|BOBST CHANGZHOU CO. LTD.|常州博斯特西太湖包装设备有限公司|常州博斯特西太湖包裝設備有限公司|水性油墨打印在凹版印刷的应用|博斯特是一个走在行业前沿的独特商业伙伴，多年来通过技术创新和产品质量，不断扩展全球业务，提高客户专注度和优化运营，并且持续投资研发。水性油墨在凹版印刷的好处有：1，降低VOC排放，减少由于溶剂有毒物质对人体的危; 2，对生产加工程序的优化管理，避免溶剂墨水引起的静电及其带来的可燃性; 3，是水性墨水能够减少残留物质并取得更好的印刷质量.|水性油墨列印在凹版印刷的應用|博斯特是一個走在行業前沿的獨特商業夥伴，多年來通過技術創新和產品品質，不斷擴展全球業務，提高客戶專注度和優化運營，並且持續投資研發。水性油墨在凹版印刷的好處有：1，降低VOC排放，減少由於溶劑有毒物質對人體的危; 2，對生產加工程式的優化管理，避免溶劑墨水引起的靜電及其帶來的可燃性; 3，是水性墨水能夠減少殘留物質並取得更好的印刷品質.|Water Based inks On Plastic Film and Applicability in Gravure|Firstly is to reduce VOCs emissions at source, decrease and eliminate the hazards to the human body of organic solvent toxicity exposure, so as to ensure the occupational health of ink makers and printing workers, as well as improving the workplace and the ecological environments; Secondly: a converting company that chooses water-based inks coupled with BOBST technology, can not only simplify optimization of the flexible packaging production process and of the production management processes, it can also can avoid using solvent ink prone to static electricity and inflammable organic solvent; Thirdly, from the perspective of the converters output safety, water-based ink printing prevents the presence of solvent residue on the web or the ink migration that can affect the quality of the packaged product.
20086|257703|3J121|DALIAN ALTMA INDUSTRY CO.,LTD.|大连奥特马工业有限公司|大連奧特馬工業有限公司|高速凹版印刷机|水墨凹版印刷机，最高机械速度800m/min|高速凹版印刷機|水墨凹版印刷機，最高機械速度800m/min|High-speed Rotogravure Printing Machine|The highest speed in China, water-based ink rotogravure printing machine, Max. mechanical speed 800m/min
20087|257867|3J89|WENZHOU ALLWELL MACHIENRY SHARE CO.LTD|温州欧伟机械股份有限公司|溫州歐偉機械股份有限公司|无纺布立体制袋机|该机专注于无纺布立体袋的生产，覆膜与不覆膜立体袋一次成型，用工人量少，效率高，生产成本低，是市场上生产无纺布袋最具有竞争优势的设备|無紡布立體製袋機|該機專注於無紡布立體袋的生產，覆膜與不覆膜立體袋一次成型，用工人量少，效率高，生產成本低，是市場上生產無紡布袋最具有競爭優勢的設備|Automatic Non Woven Box Bag Making Machine with Handle Online|LEADER WITH LATEST DESIGN FORMS BOX BAG WITH LOOP HANDLE AT ONCE AUTOMATICALLY ,EITHER PRINTED OR NON-PRINTED ,EITHER LAMINATED OR NON-LAMINATED .IT'S A VERY COMPETITIVE NON-WOVEN BAG MAKING MACHINE WHICH USES LESS LABOR AND HAS LESS COST BUT HIGHER EFFICIENCY
20085|257421|3F89|SHAANXI BEIREN PRINTING MACHINERY CO., LTD.|陕西北人印刷机械有限责任公司|陝西北人印刷機械有限責任公司|FR450ELS高速凹版印刷机|FR450ELS高速凹版印刷机，印刷速度400m/min, 适用于食品、药品、日化等包装的塑料印刷，整机智能控制，自动化程度高，仅需2人即可完成操作，套印精度高，换单损耗小。|FR450ELS高速凹版印刷機|FR450ELS高速凹版印刷機，印刷速度400m/min, 適用於食品、藥品、日化等包裝的塑料印刷，整機智能控制，自動化程度高，僅需2人即可完成操作，套印精度高，換單損耗小。|FR450ELS Rotogravure Printing Machine . Max. Printing Speed400M/Min. The Whole Machine Operation Just Need 2 People. Higher-Accuracy Registration and Low Wastage When Order Changed.|FR450ELS Rotogravure Printing Machine applied to Food, Pharmaceuticals and Daily Chemical Packaging, Etc.Max. Printing Speed400m/min. New convection drying oven with multiple-unit circulation nozzles to reach the good drying effect and the minimum solvent residue, which is suitable for water based ink. Advanced intelligent control system and perfect structure design to make the whole machine operation just need 2 people. Integrated with automatic registration system with the features of high level automation,higher-accuracy registration and low wastage when order changed.
20088|259147|4.1B25|SIMCO-ION CHINA|SIMCO-ION CHINA|SIMCO-ION CHINA|可监控闭环静电控制系统|IQ Power静电消除系统是当今无可比拟的，性能卓越，并配有友好界面的智能监控性能。主要用于复杂工业环境，并有多项专利技术，IQ Power高效静电消除系统提供了超级优越的静电消除性能。可以有效地消除诸如薄膜、纸张、非织造布和 纤维类的卷材和单张材料表面的静电。|可監控閉環靜電控制系統|IQ Power靜電消除系統是當今無可比擬的，性能卓越，並配有友好介面的智慧監控性能。主要用於複雜工業環境，並有多項專利技術，IQ Power高效靜電消除系統提供了超級優越的靜電消除性能。可以有效地消除諸如薄膜、紙張、非織造布和 纖維類的卷材和單張材料表面的靜電。|Simco-Ion IQ Power System|Simco-Ion's IQ Power Static Neutralizing System is an unparalleled lineup engineered with the techinology that brings complete monitoring intelligence within a user friendly interface. Designed for use in rugged industrial applications and leveraging many patented features, IQ Power provides superior ionization performance. This fully integrated system is simple to install. With our "smart addressing" technology, device can be added in a snap.
20089|258890|4.1B31|STONER INC|STONER INC|STONER INC|E206有机硅脱模剂|StonerE206有机硅脱模剂是一款食品级的脱模剂和防粘润滑剂，可用于模塑的材料包括塑料，橡胶，蜡和类似材料。提供快速，简便的模具脱模和多次的脱模。在许多过程中提高成型效率，包括注塑，模压，转移，真空成型，浇铸，压铸和挤出成型。 E206有机硅脱模剂的优点：E206中的有机硅符合FDA 21 CFR 181.28标准，可作为食品接触材料生产中的脱模剂。无色且不染色。不含I类或II类消耗臭氧层物质，不含CFC或HCFC，不含氯化溶剂。|E206有機硅脫模劑|StonerE206有機硅脫模劑是一款食品級的脫模劑和防粘潤滑劑，可用於模塑的材料包括塑料，橡膠，蠟和類似材料。提供快速，簡便的模具脫模和多次的脫模。在許多過程中提高成型效率，包括注塑，模壓，轉移，真空成型，澆鑄，壓鑄和擠出成型。 E206有機硅脫模劑的優點：E206中的有機硅符合FDA 21 CFR 181.28標準，可作為食品接觸材料生產中的脫模劑。無色且不染色。不含I類或II類消耗臭氧層物質，不含CFC或HCFC，不含氯化溶劑。|E206 Silicone Mold Release|Stoner E206 Silicone Mold Releaseis specially formulated as a food grade release agent and anti-stick lubricant for molded materials such as plastics, rubber, waxes, and similar materials. Provides fast, easy part removal from molds and multiple part releases per application. Improves molding efficiency in many processes including injection, compression, transfer, vacuum form, pour cast, die cast, and extrusion molding. E206 Silicone Mold Release ADVANTAGES: The silicone in E206 meets FDA regulation 21 CFR 181.28 as a release agent in the manufacture of food contacting materials. Colorless and non-staining. Contains no Class I or Class II Ozone depleting substances, no CFC or HCFC, no chlorinated solvents
20090|258890|4.1B31|STONER INC|STONER INC|STONER INC|TraSys 420脱模剂|TraSys420脱模剂是一种用于滚塑行业的水性脱模剂。当应用于模具时，它具有出色的脱模和防粘性能，并且摩擦系数非常低。它是干净，无油，无污染，化学惰性的，可以在高达260C（500F）的温度下工作。 TraSys 420脱模剂的优点： 水性产品，符合模塑商的生产，环境和安全要求。 每次使用都可以提供一整个星期的持续脱模。|TraSys 420脫模劑|TraSys420脫模劑是一種用於滾塑行業的水性脫模劑。當應用于模具時，它具有出色的脫模和防粘性能，並且摩擦係數非常低。它是乾淨，無油，無污染，化學惰性的，可以在高達260C（500F）的溫度下工作。 TraSys 420脫模劑的優點： 水性產品，符合模塑商的生產，環境和安全要求。 每次使用都可以提供一整個星期的持續脫模。|TraSys 420 Mold Release Agent|TraSys 420 mold release coating is a translucent water-based dispersion for rotational molding applications. When applied to a mold, it exhibits outstanding release or antistick properties and has a very low coefficient of friction. It is clean, nonoily, nonstaining, chemically inert, and can function in temperatures to 260C (500F) or higher. TraSys 420 mold release ADVANTAGES:Water based product, meet molders production, environmental, and safety requirements. Each application can provide consistence release for entire week.
20091|258890|4.1B31|STONER INC|STONER INC|STONER INC|TraSys 4000 RotoFlow|TraSys 4000 RotoFlow TM是一种模具涂层，可促进聚烯烃和尼龙树脂流入难以填充的模具的旋转区域。 RotoFlow有助于填充刀片周围的空隙，紧密的半径，螺纹和深腔。 RotoFlowTM可去除聚烯烃，尼龙和接合部分表面的针孔。它减少了桥接，变薄，气孔和静电线。 TraSys 4000 RotoFlowTM 优点：提高滚塑的聚烯烃，尼龙和接合部分的质量和一致性。去除针孔，空隙和爆裂。改善了线程的外观和操作性能。增加刀片的强度。减少废料并提高生产率。|TraSys 4000 RotoFlow|TraSys 4000 RotoFlow TM是一種模具塗層，可促進聚烯烴和尼龍樹脂流入難以填充的模具的旋轉區域。 RotoFlow有助於填充刀片周圍的空隙，緊密的半徑，螺紋和深腔。 RotoFlowTM可去除聚烯烴，尼龍和接合部分表面的針孔。它減少了橋接，變薄，氣孔和靜電線。 TraSys 4000 RotoFlowTM 優點：提高滾塑的聚烯烴，尼龍和接合部分的品質和一致性。去除針孔，空隙和爆裂。改善了執行緒的外觀和操作性能。增加刀片的強度。減少廢料並提高生產率。|Trasys 4000 Rotoflow|TraSys 4000 RotoFlowTM is a mold coating that facilitates the flow of polyolefin and nylon resin into hard-to-fill areas of rotational molds. RotoFlow helps fill in voids around inserts, tight radii, threads, and deep cavities. RotoFlowTM removes pinholes on the surface of rotomolded polyolefin and nylon parts. It reduces bridging, thinning, blowholes, and static lines. TraSys 4000 RotoFlowTM ADVANTAGES: Improves the quality and consistency of rotomolded polyolefin and nylon parts. Removes pinholes, voids, and blow outs. Improves the appearance and operational performance of threads. Increases the strength of inserts. Reduces scrap and increases productivity.
20094|259854|4.1B75|SEPRO GROUP|赛博瑞贸易(上海）有限公司|賽博瑞貿易(上海）有限公司|与6轴机器人融合的线性机械手|与6轴机器人融合的线性机械手，拥有6轴机器人的灵活性和线性机械手的速度|與6軸機器人融合的線性機械手|與6軸機器人融合的線性機械手，擁有6軸機器人的靈活性和線性機械手的速度|Technology of 6X Robot Inside a Llinear Robot|Technology of 6X robot inside a linear robot,have the flexibility of 6X robot and the speed of linear robot
20096|262077|4.1C145|JOMAR CORPORATION|JOMAR CORPORATION|JOMAR CORPORATION|Jomar IntelliDrive IBM机器具|Jomar IntelliDrive IBM机器具有伺服马达液压系统，可节省50％的能源消耗并加快生产速度。|Jomar IntelliDrive IBM機器具|Jomar IntelliDrive IBM機器具有伺服馬達液壓系統，可節省50％的能源消耗並加快生產速度。|Jomar IntelliDrive IBM Machines|Jomar IntelliDrive IBM machine have the servo motor hydraulics and save up 50% energy consumption and faster production.
20100|257646|4.1D51|MILACRON PLASTICS MACHINERY (JIANGYIN) CO., LTD.|江阴米拉克龙塑料机械有限公司|江阴米拉克龙塑料机械有限公司|ELEKTRON全电动注塑机 |米拉克龙ELEKTRON全电机具有洁净和精密等特性，是医疗行业对于洁净生产环境要求的最佳选择。此设备已经有丰富的医疗应用案例，成功应用于医疗植入物，医疗包装等。|ELEKTRON全电动注塑机 |米拉克龍ELEKTRON全電機具有潔淨和精密等特性，是醫療行業對於潔淨生產環境要求的最佳選擇。此設備已經有豐富的醫療應用案例，成功應用於醫療植入物，醫療包裝等。|ELEKTRON All-Electric Injection Molding Machine|The All-Elektric injection molding machine , the ELEKTRON series is clean and precise, which is an ideal choice for clean room operations. We have rich experiences in medical applications , such as medical implants , medical packaging and so on.
20092|260654|4.1B51|DAKUMAR MACHINERY ZHEJIANG CO., LTD|浙江德库玛有限公司|浙江德库玛有限公司|试管注塑机|德库玛PET医疗试管生产线使用来自西诺模具的32腔PET试管模具，搭配我司自研的250EH型高速注塑机，可实现高速注射和高精度要求，特别适用于各种PET组件，成型周期10S，高效且稳定。|试管注塑机|德庫瑪PET醫療試管生產線使用來自西諾模具的32腔PET試管模具，搭配我司自研的250EH型高速注塑機，可實現高速注射和高精度要求，特別適用於各種PET元件，成型週期10S，高效且穩定。|PET Test Tube Injection Molding Machine|DKM PET test tube production line, for meeting maximum output and stable production requirement, produces 32 pcs PET tubes for medical industry in a cycle time of 10 seconds using a 32-cavity PET test tube mould from Sino Mould. Model PET DKM-250EH high speed injection machine, achieving high speed injection and high precision thanks to its fully electric injection unit, is special for various PET components with the shortest cycle time at a stable running.
20093|258556|4.1B61|HUSKY INJECTION MOLDING SYSTEMS LTD.|赫斯基注塑系统|赫斯基注塑系統|Ultra Helix?250 T2阀针式浇口喷嘴|全新Ultra Helix? 250 T2阀针式浇口喷嘴专为浇口位置不易触及的高精度注塑应用而设计，如翻盖式瓶盖、化妆品瓶盖及其他精细技术件。作为产品家族中最小喷嘴， 喷嘴孔直径仅12毫米。凭此产品，在直接进胶的应用中，注塑数百万次后，几乎测不到浇口残余，如此优异的浇口品质得以实现，并为模具商提供更多设计灵活度。用该喷嘴直接进胶注塑部件，可节省材料，加快生产周期，在更大温度区间内提升注塑性能。喷嘴嘴尖维护极便捷，无需从系统中移出模具。且提供卓越的部件品质、浇口使用寿命和更宽泛的成型窗口。|Ultra Helix?250 T2閥針式澆口噴嘴|全新Ultra Helix? 250 T2閥針式澆口噴嘴專為澆口位置不易觸及的高精度注塑應用而設計，如翻蓋式瓶蓋、化妝品瓶蓋及其他精細技術件。作為產品家族中最小噴嘴， 噴嘴孔直徑僅12毫米。憑此產品，在直接進膠的應用中，注塑數百萬次後，幾乎測不到澆口殘餘，如此優異的澆口品質得以實現，並為模具商提供更多設計靈活度。用該噴嘴直接進膠注塑部件，可節省材料，加快生產週期，在更大溫度區間內提升注塑性能。噴嘴嘴尖維護極便捷，無需從系統中移出模具。且提供卓越的部件品質、澆口使用壽命和更寬泛的成型視窗。|Ultra Helix? 250 T2 Valve Gate Nozzles|The new Ultra Helix? 250 T2 valve gate nozzle is designed for small part applications with difficult-to-access gate locations such as flip-top closures, cosmetic closures and other small, technical parts. It's the smallest nozzle in the Ultra Helix? family with only a 12mm diameter bore for gate access. This makes it possible to direct gate parts with gate vestige so clean it is often unmeasurable, lasting for millions of cycles, and offering mold makers more design flexibility. By direct-gating parts with the nozzle, molders can achieve resin savings, faster cycle times and better performance across a wider temperature range. Besides, the technology allows nozzle tip maintenance to be performed with no need to remove mold from injection molding machine. This new offer provides the same superior part quality, gate longevity and wide operating window that customers are used to, while providing more flexibility to mold even smaller, more technical parts with ultimate precision and quality.
20095|259864|4.1C125|KISTLER INNOVATIVE TECHNOLOGY CHINA LTD.|奇石乐精密机械设备（上海）有限公司|奇石樂精密機械設備（上海）有限公司|在线质量预测系统ComoNeo PREDICT|ComoNeoPREDICT采用基于模具的质量预测，计算注塑成型部件的特性。这项尖端技术采用了类似神经网络的有监督的机器学习算法。  具备完整的质量记录，可准确分拣废品 用户可直接监控预测质量特性，获取相关专有知识 将伪废品率控制在最小范围轻松界定容差标准和废品标准 自动选定用于计算的相关曲线点 不要求用户具备特别的数学或统计学知识 系统持续训练预测模型，不断提升预测水准|線上质量預測系統ComoNeo PREDICT|ComoNeoPREDICT採用基於模具的品質預測，計算注塑成型部件的特性。這項尖端技術採用了類似神經網路的有監督的機器學習演算法。  具備完整的品質記錄，可準確分揀廢品 用戶可直接監控預測品質特性，獲取相關專有知識 將偽廢品率控制在最小範圍輕鬆界定容差標準和廢品標準 自動選定用於計算的相關曲線點 不要求使用者具備特別的數學或統計學知識 系統持續訓練預測模型，不斷提升預測水準|Online Quality Prediction System,|ComoNeoPREDICT--The quality predictions are based on models that make it possible to calculate the characteristics of injection-molded parts. This cutting-edge technology makes use of supervised machine learning algorithms based on neural networks.  Accurate scrap separation method thanks to complete quality records Users acquire know-how from direct monitoring of predicted quality characteristics Pseudoscrap is minimized Tolerances and scrap criteria are easily defined Relevant curve points for calculation are selected automatically No special knowledge of math or statistics is needed to operate the software Ongoing training of models results in continuous improvement
20097|258458|4.1C33|ARCONIC INC|奥科宁克铝业有限公司|奧科寧克鋁業有限公司|奥科宁克QC-10：与众不同的模具铝材|QC-10铝合金基于专利合金而开发，设计可用于生产量产型的注塑和吹塑模具，具有良好的耐磨性、断裂韧性和耐蚀性。QC-10铝合金机加工速度比工具钢要快8倍，可缩短模具制作周期。作为注塑模塑，与P20合金钢类型的钢模相比，注塑生产周期缩短了20%-40%。|奧科寧克QC-10：與眾不同的模具鋁材|QC-10鋁合金基於專利合金而開發，設計可用於生產量產型的注塑和吹塑模具，具有良好的耐磨性、斷裂韌性和耐蝕性。QC-10鋁合金機加工速度比工具鋼要快8倍，可縮短模具製作週期。作為注塑模塑，與P20合金鋼類型的鋼模相比，注塑生產週期縮短了20%-40%。|ARCONIC QC-10 Advanced Aluminum Molding Plate|Specially designed from a proprietary alloy, QC-10 had been developed for production volume injection and blow molding applications, where superior wear resistance, fracture hardness and corrosion resistance are required. QC-10 machines up to 8X faster than tool steels, enhancing lead time. As an injection mold tool, cycle time are reduced by 20 to 40% versus P20-type alloys.
20098|258580|4.1D131|UNIQUE INJECTION MOLDING SYSTEMS CO., LTD.|广州一道注塑机械股份有限公司|廣州一道注塑機械股份有限公司|Umim动态注射成型注塑机|动态注射成型是中国工程院院士、华南理工大学聚合物新型成型国家工程研究中心带头人瞿金平院士团队多年潜心研究的具有国际专利的科研成果。动态注射成型是一种完全有别于传统塑化注射过程的理念，简单而言，是指将传统的“稳态”塑化注射成型改变为周期性的动态塑化注射成型，包含动态固体压实、动态熔融塑化和动态熔体注射等基本技术原理。通过应用这一塑化原理，可有效增强流动性，加快注射过程，充模更均匀，大幅提升制品力学性能和质量要求。----------“基于动态塑化注射成型”专利技术的唯一授权生产单位!|Umim動態注射成型注塑機|動態注射成型是中國工程院院士、華南理工大學聚合物新型成型國家工程研究中心帶頭人瞿金平院士團隊多年潛心研究的具有國際專利的科研成果。動態注射成型是一種完全有別于傳統塑化注射過程的理念，簡單而言，是指將傳統的“穩態”塑化注射成型改變為週期性的動態塑化注射成型，包含動態固體壓實、動態熔融塑化和動態熔體注射等基本技術原理。通過應用這一塑化原理，可有效增強流動性，加快注射過程，充模更均勻，大幅提升製品力學性能和品質要求。----------“基於動態塑化注射成型”專利技術的唯一授權生產單位!|Umim Series Dynamic Injection Molding Machine|Dynamic plasticizing and molding is the research achievement with international patent of the team of academician QuJinping who is the academician of Chinese Academy of Engineering and pacemaker of National Engineering Research Center of South China University of Technology for Polymer New Type Molding Equipment. Dynamic plasticizing and molding is the idea different from the traditional plasticizing injection process. Simply speaking, it is the technology to change the traditional stable plasticizing injection molding into the periodical dynamic plasticizing injection molding, which covers the basic technical principles such as dynamic solid compaction, dynamic smelting and plasticizing, and dynamic flux injection. The application of this plasticizing principle is capable of effectively increasing the fluidity, accelerating the injection process, providing uniform mold filling and greatly improving the mechanical property and quality of the product.
20099|258066|4.1D30|APPLIED MATERIALS|应用材料公司|應用材料公司|卷对卷镀膜技术用于柔性电子和窗膜|新式卷对卷工艺满足了迅速发展中的市场对柔性电子和先进光学行业的多样化需求。移动设备与“物联网”正在推动柔性电子、射频识别(RFID)、生物医学设备和电池的增长。触摸屏正在从玻璃底玻璃基板转向卷对卷(R2R)塑料基膜，提供真正柔性、可弯曲、可折叠及可卷曲的显示屏。而且，先进的窗膜也正在被应用于建筑物和汽车，以有效降低能源消耗。|卷對卷鍍膜技術用於柔性電子和窗膜|新式卷對卷工藝滿足了迅速發展中的市場對柔性電子和先進光學行業的多樣化需求。移動設備與“物聯網”正在推動柔性電子、射頻識別(RFID)、生物醫學設備和電池的增長。觸控式螢幕正在從玻璃底玻璃基板轉向卷對卷(R2R)塑料基膜，提供真正柔性、可彎曲、可折疊及可捲曲的顯示幕。而且，先進的窗膜也正在被應用於建築物和汽車，以有效降低能源消耗。|Roll-to-Roll Coating Technology for Flexible Electronics and Window Films|Applied Materials focus on high-throughput low-cost manufacturing by enabling advanced Roll-to-Roll processes, while meeting the diverse demands of the industry - shape, size, weight, unbreakability etc. Multi-touch sensor solutions are shifting to double-side roll-to-roll coating on sensitive polymeric substrates.  Truly flexible, bendable, foldable and rollable displays are emerging.  High-uniformity, complex multilayer optical coating for color-sensitive decorative films.  High-quality energy saving window films for the future nearly zero-energy buildings (NZEBs) and electric vehicles (EV).  Batteries, Internet of Things (IoT), wearables, e-Textiles etc driving demand in innovative flexible electronics applications.
20103|259170|4.1F01|POWERJET PLASTIC MACHINERY CO., LTD.|佛山市宝捷精密机械有限公司|佛山市寶捷精密機械有限公司|KPET3105-E6 快速瓶坯专用注塑机|1.相对传统注塑机，节能效果明显；同吨位机型对比，产能提高30%-40%。 2.同步电动熔胶、传动效率高；提高产能。 3.使用专用的PET螺杆、标配纳米红外线发热圈，显著提高熔胶速度，降低塑化温度与AA值，有效改善产品的收缩问题，提高产品的透明度。 4.生产单克重为10-20g，腔数为48/64腔的水坯产品，或者生产单克重为100g-300g，腔数为24/12/8腔的油坯产品。|KPET3105-E6 快速瓶坯專用注塑機|1.相對傳統注塑機，節能效果明顯；同噸位機型對比，產能提高30%-40%。 2.同步電動熔膠、傳動效率高；提高產能。 3.使用專用的PET螺杆、標配納米紅外線發熱圈，顯著提高熔膠速度，降低塑化溫度與AA值，有效改善產品的收縮問題，提高產品的透明度。 4.生產單克重為10-20g，腔數為48/64腔的水坯產品，或者生產單克重為100g-300g，腔數為24/12/8腔的油坯產品。|KPET3105-E6 High Speed Injection Molding Machine|1.Compared with traditional injection molding machine, the energy saving is more obvious; the capacity probably increase 30%-40% compared with the same tonnage models. 2.Synchronous electric charging, high transmission efficiency for higher productivity. 3.Using dedicated screw for PET, equipped with infrared heater, increase the charging speed obviously, meanwhile, decrease the plasticizing temperature and AA value, effectively improve product shrinkage,  and increase product transparency. 4.Especially capable for water PET preform of 10-20g with 48 or 64 cavities, or, oil PET preform of 100-300g with 24/12/8 cavities.
20104|259170|4.1F01|POWERJET PLASTIC MACHINERY CO., LTD.|佛山市宝捷精密机械有限公司|佛山市寶捷精密機械有限公司|KF398-S8高速薄壁专用注塑机|宝捷KF398是为了提升客户生产效率，改善品质而造的，全新的三大板设计，优化应力分布，提高刚性。全新的油路设计，进一步降低噪音，相比同类机台射速提升将近20%，从而让客户生产出更加漂亮均匀的产品，。KF398标配比例开合模让机台开合模位置更加精准，适应客户生产高端模内贴标的产品。KF398同时还标配同步溶胶功能，适应市面上带针阀的模具，相比同类产品可以提升25%的生产周期，从而帮助客户提高效率，改善品质和降低成本。|KF398-S8高速薄壁專用注塑機|寶捷KF398是為了提升客戶生產效率，改善品質而造的，全新的三大板設計，優化應力分佈，提高剛性。全新的油路設計，進一步降低噪音，相比同類機台射速提升將近20%，從而讓客戶生產出更加漂亮均勻的產品，。KF398標配比例開合模讓機台開合模位置更加精准，適應客戶生產高端模內貼標的產品。KF398同時還標配同步溶膠功能，適應市面上帶針閥的模具，相比同類產品可以提升25%的生產週期，從而説明客戶提高效率，改善品質和降低成本。|KF398-S8 High Speed Injection Molding Machine for Thin-wall Prodcuts|KF398 is devoted to improve customer productivity and quality. The new three-platen design optimizes stress distribution and increases rigidity.The new oil circuit design reduces the noise during production.The injection speed is increased by nearly 20% compared with similar machines, so that customer can produce more beautiful and uniform products.KF398 equipped with proportional mold opening and closing function makes the position of mold opening and closing more precise, which is suitable for customer to produce high class in-mold labeling products. KF398 is also equipped with synchronous charging function, suitable for molds with pin valve. It can shorten the cycle time by 25% compared with similar products, thereby helping customer improve production efficiency, quality and reduce costs.
20116|259257|5.1G77|SHENZHEN YANGSEN INDUSTRIAL ROBOT CORP., LTD|深圳市杨森工业机器人股份有限公司|深圳市楊森工業機器人股份有限公司|模内贴标方案|双面模内贴标，对于国内现有的模内贴标技术，让模内两个方向的标纸分别固定在模具型腔上，同时对接机械手进行全自动生产作业，产品更美观，节省人力，大大提高生产效率。|模內貼標方案|雙面模內貼標，對於國內現有的模內貼標技術，讓模內兩個方向的標紙分別固定在模具型腔上，同時對接機械手進行全自動生產作業，產品更美觀，節省人力，大大提高生產效率。|Double Sided in Mold Labeling|Double sided labeling in mold. For the existing labeling technology in mold in China, the labeling paper in two directions in mold is fixed on mold cavity respectively, and the full-automatic production operation is carried out by docking manipulator at the same time. The product is more beautiful, labor-saving and production efficiency is greatly improved.
